id,category,creator,level,maxUsers,price,datetime,title,duration
839,Personalized,524,all levels,24,17.71,2023-08-25 05:00:00.393354,A Personalized class,1 h 50 min
840,Aerobics,182,begginer,17,19.42,2024-01-18 21:00:00.393354,A Aerobics class,0 h 55 min
841,Aerobics,647,intermediate,18,14.3,2023-11-04 10:00:00.393354,A Aerobics class,2 h 
842,Kickboxing,717,advanced,40,10.53,2023-11-09 17:00:00.393354,A Kickboxing class,0 h 5 min
843,HIIT,247,advanced,10,14.94,2023-10-31 12:30:00.393354,A HIIT class,0 h 10 min
844,CrossFit,761,advanced,28,18.7,2024-04-24 15:00:00.393354,A CrossFit class,0 h 20 min
845,Stretching,478,advanced,44,10.01,2024-01-26 10:00:00.393354,A Stretching class,2 h 
846,Other,898,advanced,44,15.86,2024-05-02 10:30:00.393354,A Other class,0 h 5 min
847,Barre,141,begginer,29,19.62,2024-03-17 19:30:00.393354,A Barre class,0 h 15 min
848,Kickboxing,347,all levels,37,12.29,2024-05-13 07:30:00.393354,A Kickboxing class,2 h 
849,Total Body Conditioning,92,begginer,37,16.3,2023-09-14 13:30:00.393354,A Total Body Conditioning class,2 h 
850,HIIT,524,advanced,40,9.81,2023-09-08 06:30:00.393354,A HIIT class,1 h 50 min
851,Body Combat,22,advanced,8,14.9,2024-03-21 11:30:00.393354,A Body Combat class,2 h 
852,Personalized,267,all levels,1,19.7,2023-09-27 19:30:00.393354,A Personalized class,0 h 
853,Stretching,84,intermediate,6,15.52,2023-07-02 13:30:00.393354,A Stretching class,0 h 45 min
854,Body Pump,423,advanced,17,14.02,2023-10-16 15:30:00.393354,A Body Pump class,0 h 15 min
855,Body Pump,315,all levels,35,11.82,2023-09-06 20:30:00.393354,A Body Pump class,1 h 15 min
856,Body Combat,57,advanced,40,18.14,2024-03-30 21:00:00.393354,A Body Combat class,0 h 55 min
857,Pilates,721,all levels,29,17.43,2023-08-06 00:30:00.393354,A Pilates class,1 h 55 min
858,Total Body Conditioning,258,all levels,32,12.93,2023-12-27 20:30:00.393354,A Total Body Conditioning class,1 h 50 min
859,Body Combat,242,begginer,33,9.94,2023-11-13 19:30:00.393354,A Body Combat class,2 h 
860,HIIT,792,all levels,9,20.86,2023-09-13 04:00:00.393354,A HIIT class,2 h 
861,Body Pump,241,advanced,28,12.97,2024-04-25 00:30:00.393354,A Body Pump class,0 h 
862,Body Pump,616,advanced,31,15.78,2024-05-06 10:30:00.393354,A Body Pump class,0 h 15 min
863,Pilates,136,begginer,43,11.98,2024-01-29 23:00:00.393354,A Pilates class,2 h 
864,Body Pump,470,advanced,46,15.74,2023-07-08 13:00:00.393354,A Body Pump class,1 h 5 min
865,Boxing,937,begginer,26,14.32,2024-03-16 14:00:00.393354,A Boxing class,1 h 45 min
866,Other,51,begginer,2,12.46,2023-10-19 15:00:00.393354,A Other class,2 h 
867,Stretching,611,all levels,22,18.59,2023-10-16 23:30:00.393354,A Stretching class,1 h 40 min
868,Kickboxing,264,all levels,40,17.29,2023-08-23 19:30:00.393354,A Kickboxing class,2 h 
869,CrossFit,858,all levels,11,10.37,2024-04-08 07:00:00.393354,A CrossFit class,2 h 
870,Body Combat,704,intermediate,34,15.02,2024-01-11 07:00:00.393354,A Body Combat class,0 h 5 min
871,Yoga,929,begginer,5,6.44,2023-08-25 21:30:00.393354,A Yoga class,1 h 15 min
872,Total Body Conditioning,182,all levels,24,17.92,2023-07-13 16:30:00.393354,A Total Body Conditioning class,1 h 40 min
873,CrossFit,697,intermediate,14,10.87,2023-11-24 16:00:00.393354,A CrossFit class,1 h 
874,GAP,833,advanced,2,17.53,2024-03-24 18:30:00.393354,A GAP class,2 h 
875,Total Body Conditioning,92,advanced,27,14.05,2023-12-17 18:30:00.393354,A Total Body Conditioning class,1 h 10 min
876,Barre,84,all levels,43,14.3,2024-05-25 01:00:00.393354,A Barre class,2 h 
877,Zumba,27,all levels,41,16.77,2024-04-12 17:00:00.393354,A Zumba class,0 h 40 min
878,Spinning,331,all levels,23,11.62,2024-01-05 12:30:00.393354,A Spinning class,0 h 10 min
879,Total Body Conditioning,502,begginer,42,14.52,2024-04-13 08:00:00.393354,A Total Body Conditioning class,0 h 30 min
880,ABS,478,intermediate,44,16.53,2023-06-26 22:00:00.393354,A ABS class,0 h 25 min
881,ABS,141,all levels,30,7.25,2023-08-08 18:30:00.393354,A ABS class,2 h 
882,Body Pump,690,all levels,14,15.65,2023-08-12 21:30:00.393354,A Body Pump class,1 h 30 min
883,Zumba,359,advanced,32,16.89,2023-10-27 16:30:00.393354,A Zumba class,1 h 30 min
884,Pilates,552,begginer,14,10.87,2024-02-05 00:00:00.393354,A Pilates class,1 h 50 min
885,ABS,814,all levels,2,11.14,2023-12-13 13:30:00.393354,A ABS class,1 h 25 min
886,GAP,258,advanced,8,12.88,2024-04-06 11:00:00.393354,A GAP class,1 h 5 min
887,HIIT,989,advanced,9,13.78,2024-02-02 09:30:00.393354,A HIIT class,2 h 
888,Body Pump,121,all levels,45,15.54,2023-05-28 03:00:00.393354,A Body Pump class,2 h 
889,Yoga,574,intermediate,29,20.16,2024-03-09 11:30:00.393354,A Yoga class,2 h 
890,Total Body Conditioning,825,all levels,4,22.0,2023-09-17 10:00:00.393354,A Total Body Conditioning class,2 h 
891,Yoga,776,all levels,12,18.77,2023-07-13 14:00:00.393354,A Yoga class,2 h 
892,Body Combat,104,advanced,23,23.82,2023-05-28 15:00:00.393354,A Body Combat class,0 h 30 min
893,Zumba,15,intermediate,5,18.89,2024-03-27 19:30:00.393354,A Zumba class,0 h 50 min
894,Body Combat,981,begginer,14,13.13,2023-07-18 11:30:00.393354,A Body Combat class,2 h 
895,GAP,147,intermediate,10,13.64,2023-06-08 09:00:00.393354,A GAP class,0 h 20 min
896,Barre,153,all levels,12,8.76,2023-11-04 12:00:00.393354,A Barre class,2 h 
897,Other,109,advanced,34,13.59,2024-05-13 11:30:00.393354,A Other class,0 h 35 min
898,Pilates,622,intermediate,9,18.21,2023-12-05 06:30:00.393354,A Pilates class,1 h 40 min
899,CrossFit,918,intermediate,17,12.06,2023-06-18 13:30:00.393354,A CrossFit class,2 h 
900,ABS,439,advanced,46,15.77,2024-01-11 05:30:00.393354,A ABS class,0 h 35 min
901,Spinning,720,advanced,34,12.7,2023-07-17 17:00:00.393354,A Spinning class,1 h 10 min
902,Body Pump,787,advanced,3,19.19,2024-04-16 15:00:00.393354,A Body Pump class,2 h 
903,CrossFit,531,intermediate,33,15.74,2024-01-25 13:00:00.393354,A CrossFit class,0 h 30 min
904,Barre,927,begginer,48,17.79,2023-08-16 16:00:00.393354,A Barre class,0 h 50 min
905,Kickboxing,176,begginer,25,14.42,2023-09-15 22:00:00.393354,A Kickboxing class,2 h 
906,Body Pump,204,begginer,34,20.08,2023-06-27 18:00:00.393354,A Body Pump class,2 h 
907,Yoga,770,all levels,25,10.7,2023-12-17 08:30:00.393354,A Yoga class,2 h 
908,CrossFit,168,begginer,9,11.2,2023-09-04 00:30:00.393354,A CrossFit class,0 h 30 min
909,Zumba,92,advanced,29,14.39,2023-05-31 14:30:00.393354,A Zumba class,2 h 
910,Body Combat,611,intermediate,43,18.86,2023-06-25 10:30:00.393354,A Body Combat class,1 h 30 min
911,Total Body Conditioning,439,all levels,49,14.64,2023-12-14 19:30:00.393354,A Total Body Conditioning class,2 h 
912,ABS,907,all levels,28,14.89,2023-11-04 09:30:00.393354,A ABS class,1 h 
913,Pilates,337,intermediate,34,15.84,2023-09-20 15:30:00.393354,A Pilates class,0 h 20 min
914,GAP,576,advanced,10,16.99,2023-10-11 06:30:00.393354,A GAP class,2 h 
915,Body Combat,623,advanced,27,14.55,2024-02-24 23:00:00.393354,A Body Combat class,1 h 25 min
916,Pilates,397,begginer,21,15.86,2023-09-06 14:30:00.393354,A Pilates class,1 h 40 min
917,Other,463,begginer,36,14.6,2023-10-16 16:00:00.393354,A Other class,0 h 35 min
918,ABS,997,all levels,46,19.03,2024-02-25 22:00:00.393354,A ABS class,1 h 50 min
919,Total Body Conditioning,715,intermediate,13,11.53,2023-07-19 06:30:00.393354,A Total Body Conditioning class,1 h 20 min
920,Body Pump,793,advanced,21,13.35,2024-02-29 12:30:00.393354,A Body Pump class,0 h 10 min
921,Aerobics,720,intermediate,30,16.68,2024-04-20 12:30:00.393354,A Aerobics class,2 h 
922,CrossFit,898,intermediate,42,14.3,2023-08-17 12:00:00.393354,A CrossFit class,2 h 
923,Pilates,922,begginer,37,15.72,2024-05-22 06:30:00.393354,A Pilates class,2 h 
924,Pilates,623,begginer,15,17.5,2024-04-28 14:00:00.393354,A Pilates class,1 h 40 min
925,Zumba,247,intermediate,30,14.15,2023-09-02 14:00:00.393354,A Zumba class,1 h 40 min
926,Other,27,begginer,40,10.01,2023-11-09 16:00:00.393354,A Other class,1 h 
927,Body Pump,603,begginer,26,15.49,2024-04-12 21:30:00.393354,A Body Pump class,0 h 50 min
928,CrossFit,794,advanced,34,14.06,2023-09-24 15:30:00.393354,A CrossFit class,1 h 25 min
929,Other,610,intermediate,18,12.46,2023-09-27 13:00:00.393354,A Other class,1 h 10 min
930,Barre,895,intermediate,17,13.66,2023-12-04 08:00:00.393354,A Barre class,1 h 5 min
931,Stretching,244,intermediate,15,16.1,2023-11-12 13:00:00.393354,A Stretching class,1 h 10 min
932,Total Body Conditioning,737,intermediate,3,16.56,2023-10-26 14:30:00.393354,A Total Body Conditioning class,0 h 
933,Zumba,845,advanced,11,16.93,2024-01-17 19:30:00.393354,A Zumba class,0 h 35 min
934,HIIT,480,begginer,35,13.73,2023-11-28 15:30:00.393354,A HIIT class,0 h 10 min
935,Yoga,478,begginer,38,12.27,2023-11-07 14:00:00.393354,A Yoga class,2 h 
936,Stretching,490,advanced,45,13.27,2023-12-22 22:00:00.393354,A Stretching class,1 h 5 min
937,Yoga,517,intermediate,24,13.42,2024-03-15 10:00:00.393354,A Yoga class,0 h 15 min
938,Body Combat,903,all levels,49,10.34,2023-10-24 14:30:00.393354,A Body Combat class,1 h 35 min
939,ABS,945,intermediate,3,14.93,2023-06-08 15:00:00.393354,A ABS class,2 h 
940,ABS,911,intermediate,18,15.57,2024-01-15 11:30:00.393354,A ABS class,0 h 50 min
941,Pilates,822,advanced,7,18.49,2023-12-19 23:30:00.393354,A Pilates class,0 h 25 min
942,Pilates,478,intermediate,22,19.08,2023-11-15 19:30:00.393354,A Pilates class,2 h 
943,Yoga,15,begginer,7,18.09,2023-08-28 06:00:00.393354,A Yoga class,2 h 
944,Total Body Conditioning,942,intermediate,31,13.51,2024-02-28 18:30:00.393354,A Total Body Conditioning class,1 h 
945,Personalized,331,intermediate,18,15.12,2023-08-29 09:00:00.393354,A Personalized class,1 h 5 min
946,GAP,166,all levels,37,9.13,2023-11-15 18:30:00.393354,A GAP class,1 h 35 min
947,CrossFit,989,intermediate,34,17.55,2023-08-29 16:30:00.393354,A CrossFit class,1 h 40 min
948,Stretching,616,advanced,5,17.76,2024-03-19 22:00:00.393354,A Stretching class,1 h 5 min
949,Personalized,697,all levels,1,17.67,2023-09-14 05:30:00.393354,A Personalized class,0 h 55 min
950,Body Pump,528,all levels,39,16.65,2023-12-03 06:00:00.393354,A Body Pump class,0 h 
951,Yoga,671,begginer,49,16.52,2023-09-03 10:00:00.393354,A Yoga class,1 h 20 min
952,Kickboxing,148,advanced,11,10.65,2023-06-13 05:00:00.393354,A Kickboxing class,2 h 
953,Yoga,608,begginer,21,15.7,2024-03-17 15:00:00.393354,A Yoga class,1 h 5 min
954,Personalized,787,begginer,31,15.31,2024-02-06 02:30:00.393354,A Personalized class,1 h 50 min
955,Kickboxing,153,begginer,23,10.52,2024-02-23 01:30:00.393354,A Kickboxing class,2 h 
956,GAP,235,begginer,47,15.94,2024-01-17 13:30:00.393354,A GAP class,2 h 
957,Yoga,845,begginer,8,11.25,2024-02-23 11:00:00.393354,A Yoga class,0 h 45 min
958,Yoga,574,begginer,22,10.09,2023-09-29 12:00:00.393354,A Yoga class,2 h 
959,Body Pump,448,intermediate,16,13.48,2024-05-05 07:00:00.393354,A Body Pump class,1 h 40 min
960,ABS,322,all levels,1,12.7,2024-02-29 21:00:00.393354,A ABS class,2 h 
961,Total Body Conditioning,455,begginer,45,17.92,2023-06-24 02:30:00.393354,A Total Body Conditioning class,2 h 
962,Boxing,616,advanced,49,13.73,2024-04-09 16:30:00.393354,A Boxing class,2 h 
963,ABS,669,begginer,7,20.04,2023-12-28 15:00:00.393354,A ABS class,0 h 50 min
964,GAP,365,begginer,48,16.37,2023-08-18 00:00:00.393354,A GAP class,1 h 20 min
965,Kickboxing,545,advanced,22,16.11,2024-04-18 07:00:00.393354,A Kickboxing class,1 h 35 min
966,Zumba,322,advanced,5,15.84,2024-05-01 08:30:00.393354,A Zumba class,1 h 35 min
967,CrossFit,610,intermediate,4,17.25,2024-01-07 05:00:00.393354,A CrossFit class,1 h 20 min
968,Total Body Conditioning,927,advanced,2,14.09,2023-07-07 04:00:00.393354,A Total Body Conditioning class,0 h 5 min
969,Zumba,769,all levels,14,16.14,2024-03-13 22:00:00.393354,A Zumba class,0 h 
970,Body Pump,965,all levels,15,13.08,2023-12-08 15:00:00.393354,A Body Pump class,1 h 45 min
971,ABS,201,all levels,47,23.19,2023-12-06 14:00:00.393354,A ABS class,2 h 
972,Boxing,861,intermediate,31,13.0,2024-05-21 14:30:00.393354,A Boxing class,1 h 35 min
973,Yoga,872,advanced,5,17.73,2023-09-02 08:00:00.393354,A Yoga class,2 h 
974,Yoga,242,advanced,15,18.5,2024-01-17 19:30:00.393354,A Yoga class,1 h 30 min
975,Barre,931,advanced,17,15.71,2023-10-24 15:00:00.393354,A Barre class,1 h 10 min
976,Other,778,all levels,12,15.89,2023-07-29 00:00:00.393354,A Other class,2 h 
977,Boxing,242,advanced,41,11.83,2023-12-11 19:30:00.393354,A Boxing class,2 h 
978,Total Body Conditioning,900,advanced,48,13.4,2023-06-25 16:00:00.393354,A Total Body Conditioning class,1 h 20 min
979,GAP,942,advanced,48,14.5,2023-10-11 19:00:00.393354,A GAP class,1 h 50 min
980,Personalized,290,intermediate,24,18.44,2023-08-12 00:30:00.393354,A Personalized class,0 h 55 min
981,CrossFit,141,all levels,27,10.49,2023-06-14 02:30:00.393354,A CrossFit class,2 h 
982,ABS,395,intermediate,43,13.22,2023-10-13 14:30:00.393354,A ABS class,0 h 35 min
983,Aerobics,658,begginer,42,14.49,2023-06-08 01:30:00.393354,A Aerobics class,1 h 45 min
984,Pilates,931,begginer,40,20.62,2024-04-25 05:00:00.393354,A Pilates class,0 h 40 min
985,Body Pump,365,all levels,23,14.59,2023-11-18 08:00:00.393354,A Body Pump class,0 h 25 min
986,Body Pump,726,begginer,25,15.74,2024-02-12 01:00:00.393354,A Body Pump class,1 h 50 min
987,ABS,439,advanced,8,14.03,2023-12-12 10:00:00.393354,A ABS class,2 h 
988,GAP,787,begginer,41,19.61,2024-05-17 06:00:00.393354,A GAP class,2 h 
989,Boxing,498,all levels,31,15.11,2023-12-19 14:30:00.393354,A Boxing class,2 h 
990,Spinning,153,advanced,44,14.13,2024-04-26 09:30:00.393354,A Spinning class,2 h 
991,ABS,264,advanced,30,12.86,2024-02-03 16:00:00.393354,A ABS class,0 h 50 min
992,ABS,611,intermediate,30,17.12,2023-11-16 21:30:00.393354,A ABS class,0 h 15 min
993,Kickboxing,685,intermediate,20,14.2,2023-10-15 02:00:00.393354,A Kickboxing class,1 h 20 min
994,Spinning,160,begginer,42,18.66,2024-01-22 05:30:00.393354,A Spinning class,1 h 55 min
995,Spinning,193,all levels,13,16.16,2023-11-11 17:00:00.393354,A Spinning class,2 h 
996,GAP,148,advanced,3,14.75,2024-04-18 18:00:00.393354,A GAP class,1 h 45 min
997,Aerobics,104,all levels,46,16.28,2023-07-02 19:30:00.393354,A Aerobics class,0 h 5 min
998,Boxing,945,advanced,41,11.75,2023-09-25 14:00:00.393354,A Boxing class,1 h 5 min
999,Stretching,830,begginer,44,14.53,2023-09-11 12:30:00.393354,A Stretching class,0 h 45 min
